eGRID2016 Plant file sequence number,Plant state abbreviation,Plant name,Plant latitude,Plant longitude,Plant primary fuel,Plant capacity factor,Plant nameplate capacity (MW),Plant annual net generation (MWh),Plant annual CO2 equivalent emissions (tons)
SEQPLT16,PSTATABB,PNAME,LAT,LON,PLPRMFL,CAPFAC,NAMEPCAP,PLNGENAN,PLCO2EQA
318,AZ,Bonnybrooke PV,33.053,-111.34,SUN,0.028,50,12278,0
319,AZ,"Buckeye Generation Center, LLC",33.230833,-112.626389,NG,,652.2,,
320,AZ,Buckeye Union HS District 201,33.419167,-112.576111,SUN,0.2559,3.3,7398,0
321,AZ,Canyon Del Oro High School Solar,32.374,-110.974,SUN,0.0011,1.5,15,0
322,AZ,Childs,34.351111,-111.700556,WAT,,5.4,,
323,AZ,Chino Solar Valley,34.71843,-112.42899,SUN,0.2748,19,45734,0
324,AZ,Cholla,34.9394,-110.3033,SUB,0.246,"1,128.80",2432167,"3,034,143"
325,AZ,Cogeneration 1,32.229922,-110.952797,NG,0.6892,9,54338,"16,466"
326,AZ,Cogeneration 2,32.240833,-110.948333,NG,0.7005,6,36816,"11,067"
327,AZ,Cogenra - TEP,32.101944,-110.813333,SUN,0.2397,1,2100,0
328,AZ,"Concord Blue Eagar, LLC",34.11494,-109.37503,OBG,,1.2,,
329,AZ,Coolidge Generating Station,32.917399,-111.503327,NG,0.0264,726,167696,"98,674"
330,AZ,Copper Crossing Energy Center,33.15512,-111.483636,NG,,"1,779.00",,
331,AZ,Copper Crossing Solar LLC,33.160601,-111.484011,SUN,0.3093,20,54194,0
332,AZ,Coronado Generating Station,34.5789,-109.2708,RC,0.6841,821.8,4924949,"6,200,915"
333,AZ,Cotton Center Solar,33.034722,-112.661667,SUN,0.2618,17,38993,0
334,AZ,Crosscut,33.439375,-111.946052,,,33,,
335,AZ,Davis Dam,35.197044,-114.570669,WAT,0.5013,254.8,1118857,0
336,AZ,Davis Monthan AFB (AZ) West Airfield,32.17356,-110.899734,SUN,,12.6,,
337,AZ,De Moss Petrie Generating Station,32.252273,-110.992148,NG,0.0064,95,5324,"5,060"
338,AZ,Desert Basin Generating Station,32.9042,-111.7889,NG,0.204,646.1,1154728,"550,490"
339,AZ,Dolan Springs,35.61,-114.26,WND,,300,,
340,AZ,Douglas,31.364122,-109.5538,DFO,0.0004,26.1,84,223
341,AZ,Dry Lake Solar,34.513333,-110.078333,SUN,,50,,
342,AZ,Dry Lake Wind II LLC,34.6062,-110.1734,WND,0.2041,65.1,116380,0
343,AZ,Dry Lake Wind LLC,34.6596,-110.2842,WND,0.2035,63,112321,0
344,AZ,FirstEnergy,33.935833,-113.555,NG,,"1,080.00",,
345,AZ,Foothills Solar Plant,32.64856,-114.428741,SUN,0.3161,35,96915,0
346,AZ,Fort Huachuca Solar PV Project,31.555278,-110.35,SUN,0.1982,18,31257,0
347,AZ,"Gato Montes Solar, LLC",32.102778,-110.819722,SUN,0.2277,5,9973,0
348,AZ,Gila Bend,32.940833,-112.881389,SUN,0.3674,32,102975,0
349,AZ,Gila Bend Power Generation Station,32.985977,-112.811009,NG,,"1,120.00",,
350,AZ,Gila River Power Station,32.975,-112.6944,NG,0.4247,"1,857.00",6909105,"3,211,577"
351,AZ,"Gilbert Solar Facility I, LLC",33.355862,-111.802355,SUN,0.1946,2.5,4261,0
352,AZ,Gillespie 1,33.026389,-112.665833,SUN,0.3359,15,44136,0
353,AZ,Glen Canyon Dam,36.936614,-111.483872,WAT,0.3495,"1,312.00",4016225,0
354,AZ,Glendale Energy Power Plant,33.540324,-112.306361,LFG,0.6309,2.8,15475,0
355,AZ,Gray Hawk Solar,35.3635,-113.8978,SUN,,55,,
356,AZ,Griffith Energy Project,35.054029,-114.133272,NG,0.3637,655,2086732,"917,373"
357,AZ,Headgate Rock,34.168264,-114.277356,WAT,0.4434,19.5,75735,0
358,AZ,Hoover Dam (AZ),36.01551,-114.738006,WAT,0.1997,"1,039.40",1818612,0
359,AZ,Horse Mesa,33.5907,-111.344,WAT,0.0401,129.5,45429,0
360,AZ,Hyder II,33.027,-113.3489,SUN,0.3025,14,37104,0
361,AZ,Hyder Solar,33.02566,-113.34397,SUN,0.211,22,40655,0
362,AZ,Intel - Ocotillo Campus Solar,33.243261,-111.892354,SUN,,4.2,,
363,AZ,IRC Generator Facility,36.9708,-112.5264,DFO,0,3,-21,16
364,AZ,Iron Horse Battery Storage,32.098492,-110.819119,,,12,,
365,AZ,Irving,34.402222,-111.617222,WAT,,1.6,,
366,AZ,Irvington Generating Station,32.16,-110.9047,NG,0.1589,558.5,777277,"545,794"
367,AZ,Jacobson 5 MW Solar,35.304528,-114.014747,SUN,,4.4,,
368,AZ,Jewish Community Center PV,33.603056,-111.924722,SUN,0.2311,1.1,2227,0
369,AZ,Kayenta Solar Project,36.771944,-110.263889,SUN,,27.3,,
370,AZ,Kingman 1,35.145833,-114.0675,WND,0.2711,10.5,24935,0
371,AZ,Kyrene Generating Station,33.3556,-111.9353,NG,0.2384,573.7,1198000,"522,953"
372,AZ,La Paz Solar Tower,33.917222,-114.2675,SUN,,200,,
373,AZ,La Senita,35.241675,-114.004591,SUN,0.2866,1,2511,0
374,AZ,Lake Pleasant WTP,33.820556,-112.24,SUN,0.2676,6.5,15235,0
375,AZ,Luke Solar,33.526111,-112.37944,SUN,,15,,
376,AZ,Macys Goodyear,33.409063,-112.414596,SUN,0.1734,3.5,5315,0
377,AZ,Maricopa County Community Colleges- Estr,33.409803,-112.340297,SUN,,1.7,,
378,AZ,Mesa Solar Array,33.346944,-111.603056,SUN,0,4,0,
379,AZ,Mesquite Generating Station,33.345,-112.864167,NG,0.3704,"1,383.20",4487692,"1,974,239"
380,AZ,Mesquite Solar 1,33.341833,-112.904028,SUN,0.2741,170,408250,0
381,AZ,"Mesquite Solar 2, LLC",33.332777,-112.911388,SUN,0.0151,100,13255,0
382,AZ,"Mesquite Solar 3, LLC",33.347583,-112.936805,SUN,0.016,150,21060,0
383,AZ,Mohave Electric at Fort Mohave,34.9843,-114.5565,SUN,0.116,14.4,14636,0
384,AZ,Mormon Flat,33.5536,-111.4431,WAT,0.0402,63.5,22336,0
385,AZ,Navajo Generating Station,36.9047,-111.3886,BIT,0.5714,"2,409.30",12058583,"14,068,344"
386,AZ,"New Harquahala Generating Company, LLC",33.47596,-113.113434,NG,0.2906,"1,325.10",3373732,"1,396,923"
387,AZ,North Loop,32.401,-111.1262,NG,0.001,107.8,934,1
388,AZ,Northwest Regional,33.681944,-112.476666,LFG,0.8122,3.2,22767,0
389,AZ,Novo BioPower Plant,34.503158,-110.334953,WDS,0.7411,27.2,176574,"7,973"
390,AZ,Ocotillo Power Plant,33.4225,-111.9122,NG,0.0136,"1,143.50",136005,"99,904"
391,AZ,Palo Verde,33.3881,-112.8617,NUC,0.878,"4,209.60",32377477,0
392,AZ,Paloma Solar,33.021111,-112.661389,SUN,0.2443,17.6,37662,0
393,AZ,Paradise Valley H.S. PV,33.6416,-111.9997,SUN,0.2289,1.3,2607,0
394,AZ,PB2 - Gila River,32.975,-112.694444,NG,0.0221,619,119891,"46,024"
395,AZ,Perrin Ranch Wind LLC,35.415556,-112.271111,WND,0.2557,99.2,222162,0
396,AZ,Phoenix Airport East Economy Lot,33.45,-111.98,SUN,0.215,1.1,2072,0
397,AZ,Phoenix Airport Rental Car Center,33.45,-111.98,SUN,0.4634,1.6,6495,0
398,AZ,"Picture Rocks Solar, LLC",32.369722,-111.242778,SUN,0.3182,20,55748,0
399,AZ,Pima Community College,32.146142,-110.990639,SUN,,1.3,,
400,AZ,Pima Energy Storage System,32.251647,-110.991333,MWH,,10,,
401,AZ,Prairie Fire,32.116389,-110.82,SUN,0.2254,4.5,8886,0
402,AZ,Prescott Airport,34.6584,-112.4008,SUN,0.0681,9.1,5432,0
403,AZ,Prescott Solar Plant,34.649444,-112.4275,SUN,0.2763,10.8,26142,0
404,AZ,Queen Creek Solar Farm,33.2675,-111.612222,SUN,0.3133,19,52143,0
405,AZ,RE Ajo 1 LLC,32.367013,-112.831401,SUN,0.234,4.5,9224,0
406,AZ,RE Bagdad Solar I LLC,34.585833,-113.177222,SUN,0.2397,16.6,34860,0
407,AZ,Red Horse 2,32.286111,-110.088056,SUN,0.3102,81,220108,0
408,AZ,Red Horse III,32.13597,-110.05129,SUN,0.1457,30,38278,0
409,AZ,Red Rock,32.551026,-111.289232,SUN,,40,,
410,AZ,Redhawk Generating Facility,33.334562,-112.840641,NG,0.5165,"1,140.30",5158899,"2,281,841"
411,AZ,Rio Rico Solar,31.5,-111.008056,SUN,0.2274,6,11951,0
412,AZ,Roger Road WWTP,32.2894,-111.0331,SUN,0.1878,1.1,1810,0
413,AZ,Roosevelt,33.671104,-111.161786,WAT,0.1869,36,58948,0
414,AZ,Saddle Mountain Solar I,33.378333,-113.180833,SUN,0.3635,15,47762,0
415,AZ,Sandstone Solar,33.035556,-111.430278,SUN,0.3082,45,121501,0
416,AZ,Santan,33.3325,-111.7503,NG,0.257,"1,326.00",2985179,"1,063,255"
417,AZ,Solana Generating Station,32.922294,-112.95594,SUN,0.2624,280,643670,0
418,AZ,South Consolidated,33.466477,-111.781064,WAT,0,1.4,0,
419,AZ,"South Point Energy Center, LLC",34.8678,-114.5317,NG,0.0162,708,100404,"46,914"
420,AZ,Springerville Generating Station,34.3186,-109.1639,SUB,0.4792,"2,179.20",9147059,"9,978,491"
421,AZ,SR85,33.145,-112.66,SUN,0.1019,10,8924,0
422,AZ,Stewart Mountain,33.5661,-111.536,WAT,0.2408,13,27419,0
423,AZ,Sulphur Springs,32.0628,-109.919283,SUN,0.0266,20,4656,0
424,AZ,"Sun Streams, LLC",33.34884,-112.8348,SUN,,150,,
425,AZ,Sundance Power Plant,32.9285,-111.5899,NG,0.0385,695,234372,"163,636"
426,AZ,T0588 Phoenix - AZ,33.447225,-112.217664,SUN,,1.2,,
427,AZ,TAA Solar Facility,32.115833,-110.940833,SUN,,2.8,,
428,AZ,Tech Park Solar,32.097884,-110.815696,SUN,0.2981,5,13055,0
429,AZ,Tri Cities,33.4833,-111.8172,LFG,,5,,
430,AZ,UASTP I,32.096973,-110.8106,SUN,0.1334,1.2,1402,0
431,AZ,UASTP II,32.096973,-110.8106,SUN,0.0732,14,8972,0
432,AZ,Union HS at Casa Grande,32.936944,-111.738611,SUN,0.2429,1.6,3404,0
433,AZ,University of Arizona - Biosphere 2,32.578011,-110.852608,NG,0.0018,3.1,49,68
434,AZ,Valencia,31.363472,-110.931343,NG,0.0007,108,620,585
435,AZ,Valencia Solar,32.145833,-110.866944,SUN,0.2689,10,23552,0
436,AZ,Vista Grande HS at Casa Grande,32.891389,-111.713056,SUN,0.1963,1.8,3095,0
437,AZ,Waddell,33.8447,-112.2714,WAT,0.1222,40,42832,0
438,AZ,Walmart Casa Grande,32.866837,-111.771751,SUN,0.1843,2,3228,0
439,AZ,Western Renewable Energy,34.093006,-109.289979,WDS,,3,,
440,AZ,White Wing Solar,32.994056,-113.508806,SUN,,200,,
441,AZ,Yucca Power Plant,32.7214,-114.7106,NG,0.0969,425,360704,"254,765"
442,AZ,Yuma Cogeneration Associates,32.728822,-114.654053,NG,0.0204,62.6,11206,"2,215"
443,CA,1420 Coil Av #C,33.794283,-118.241405,SUN,0.1398,1.3,1592,0
444,CA,2081 Terzian Solar Project,36.67,-119.415833,SUN,0.2474,1.2,2601,0
445,CA,2097 Helton Solar Project,37.352222,-120.506944,SUN,0.289,1.5,3798,0
446,CA,2127 Harris Solar Project,39.291667,-121.669722,SUN,0.2382,1.3,2712,0
447,CA,2555 E Olympic Bl,34.026944,-118.224167,SUN,0.2032,1,1780,0
448,CA,85 A,35.1011,-118.3372,WND,0.1296,14.1,16012,0
449,CA,85 B,35.1011,-118.3372,WND,0.1109,21.2,20601,0
450,CA,A G Wishon,37.15105,-119.504724,WAT,0.306,12.8,34315,0
451,CA,ABEC Bidart-Old River LLC,35.169722,-119.105556,OBG,0.6221,2,10899,7
452,CA,"Adelanto Solar II, LLC",34.557222,-117.3775,SUN,0.2805,7,17202,0
453,CA,Adelanto Solar Project,34.550833,-117.435277,SUN,0.1855,10,16245,0
454,CA,"Adelanto Solar, LLC",34.557222,-117.3775,SUN,0.3264,20,57181,0
455,CA,Adera Solar,37.120586,-120.32488,SUN,0.2155,20,37763,0
456,CA,Adobe San Jose,37.330556,-121.893056,NG,0.8347,1.2,8774,
457,CA,Aera San Ardo Cogen Facility,35.953293,-120.859952,NG,0.9007,6.2,48917,"15,965"
458,CA,Aera South Belridge Cogen Facility,35.4292,-119.6864,NG,,9,,
459,CA,Aerojet I,38.613508,-121.162879,SUN,0.2179,3,5725,0
460,CA,Aerojet II,38.6086,-121.1703,SUN,0.1632,2.7,3861,0
461,CA,AES Alamitos,33.7688,-118.1009,NG,0.0494,"2,055.00",889395,"661,294"
462,CA,"AES ES ALAMITOS, LLC",33.770202,-118.099665,MWH,,100,,
463,CA,AES Huntington Beach,33.6439,-117.9792,NG,0.0544,"1,021.00",486191,"328,922"
464,CA,AES Redondo Beach,33.8504,-118.395,NG,0.0278,"1,316.40",320555,"235,241"
465,CA,Agnews Power Plant,37.4058,-121.9272,NG,0.0594,32,16640,"8,498"
466,CA,Agua Mansa Power,34.0414,-117.3603,NG,0.0122,60.5,6466,"3,949"
467,CA,Aidlin Geothermal Power Plant,38.8339,-122.881,GEO,0.5721,25,125286,"15,051"
468,CA,Alameda,37.7886,-122.2889,NG,0.0075,54.8,3574,"3,174"
469,CA,Alamo,34.8158,-118.6867,WAT,0.3902,19.6,67000,0
470,CA,Alamo Solar,34.682222,-117.3475,SUN,0.3002,20,52591,0
471,CA,Algonquin Power Sanger LLC,36.6842,-119.5522,NG,0.1855,74,120258,"47,814"
472,CA,"Algonquin SKIC 10 Solar, LLC",35.126111,-119.243361,SUN,,10,,
473,CA,Algonquin SKIC20 Solar LLC,35.126111,-119.243333,SUN,0.262,20,45907,0
474,CA,Aliso Water Management Agency,33.537922,-117.70585,OBG,0.0006,1.2,6,1
475,CA,Almond Power Plant,37.5744,-120.985,NG,0.0572,223.5,111901,"70,398"
476,CA,Alpaugh 50,35.898333,-119.435278,SUN,0.3043,50,133296,0
477,CA,Alpaugh North,35.9025,-119.442778,SUN,0.2995,20,52471,0
478,CA,Alpine Solar,34.7892,-118.5047,SUN,0.1428,132,165117,0
479,CA,Alta Mesa Project Phase IV,33.946389,-116.663333,WND,,40,,
480,CA,Alta Powerhouse,39.215979,-120.80355,WAT,0.1783,2,3123,0
481,CA,Alta Wind Energy Center I,35.033725,-118.353422,WND,0.3146,150,413363,0
482,CA,Alta Wind Energy Center II,35.023889,-118.295278,WND,0.2741,150,360216,0
483,CA,Alta Wind Energy Center III,35.023889,-118.295278,WND,0.2896,150,380465,0
484,CA,Alta Wind Energy Center IV,35.008611,-118.242222,WND,0.2053,102,183393,0
485,CA,Alta Wind Energy Center V,35.008611,-118.242222,WND,0.1994,168,293378,0
486,CA,Alta Wind VIII,35.026683,-118.234811,WND,0.2243,150,294789,0
487,CA,Alta Wind X,35.06,-118.2,WND,0.3019,138,364926,0
488,CA,Alta Wind XI,35.065,-118.39,WND,0.3505,90,276368,0
489,CA,AltaGas Pomona Energy Inc.,34.059444,-117.774167,NG,0.0055,66,3190,"1,854"
490,CA,AltaGas Ripon Energy Inc.,37.732533,-121.116006,NG,0.0252,49.5,10941,"6,390"
491,CA,Altamont Gas Recovery,37.749308,-121.649866,LFG,0.6039,8.6,45492,0
492,CA,Altamont Midway Ltd,37.7392,-121.4322,WND,,10.9,,
493,CA,Altech III,33.915023,-116.555064,WND,0.1408,25.1,30957,0
494,CA,Alvarado Hydro Facility,32.7814,-117.0411,WAT,,2.1,,
495,CA,Amazon - Patterson PV,37.468888,-121.166326,SUN,,1.3,,
496,CA,Amazon San Bernardino,34.088408,-117.245839,NG,0.8222,1.1,7923,
497,CA,Amedee Geothermal Venture I,40.300833,-120.105,GEO,0,3,0,
498,CA,Ameresco Butte County,39.674,-121.73,LFG,0.787,2.3,15857,0
499,CA,Ameresco Chiquita Canyon,34.431664,-118.642855,LFG,0.5962,9.2,48046,0
500,CA,Ameresco Forward,37.883406,-121.185104,LFG,0.8471,4.4,32649,0
501,CA,Ameresco Johnson Canyon,36.534167,-121.408611,LFG,0.8529,1.4,10460,0
502,CA,Ameresco Keller Canyon,38.003928,-121.934491,LFG,0.9101,3.8,30295,0
503,CA,Ameresco Ox Mountain,37.5,-122.4,LFG,0.855,11.4,85387,0
504,CA,Ameresco San Joaquin,38.029722,-120.929722,LFG,0.695,4.4,26786,0
505,CA,Ameresco Santa Cruz Energy,36.9178,-121.8156,LFG,0.7468,3,19626,0
506,CA,Ameresco Vasco Road,37.754444,-121.728889,LFG,0.8627,4.4,33251,0
507,CA,"American Kings Solar, LLC",36.24,-119.898,SUN,,123,,
508,CA,Ampersand Chowchilla Biomass LLC,37.106668,-120.248504,WDS,0.6293,12.5,68912,"2,992"
509,CA,Anaheim Combustion Turbine,33.853542,-117.856286,NG,0.2856,49.2,123093,"22,929"
510,CA,Anaheim Solar Energy Plant,33.8025,-117.919722,SUN,0.1842,2.1,3389,0
511,CA,Angels,38.071944,-120.539444,WAT,0.4756,1.4,5833,0
512,CA,Anheuser-Busch #2,38.233611,-122.0925,WND,0.2808,1.6,3936,0
513,CA,Antelope Big Sky Ranch,34.694839,-118.28769,SUN,0.0974,20,17070,0
514,CA,Antelope DSR 1,34.655556,-118.280722,SUN,0.0153,50,6690,0
515,CA,Antelope DSR 2,34.686944,-118.311722,SUN,0.0317,5,1388,0
516,CA,Antelope DSR 3,34.736859,-118.304071,SUN,,20,,
517,CA,Antelope Expansion 2,34.744977,-118.309153,SUN,,105,,
518,CA,"AP North Lake I, LP",33.74,-117.010556,SUN,,20,,
519,CA,Apple Campus 2 Fuel Cell,37.33,-122.01,OBG,,4,,
520,CA,Apple Campus 2 PV,37.33,-122.01,SUN,,14.4,,
521,CA,Argus Cogen Plant,35.765,-117.3833,RC,0.5954,62.5,325958,"189,705"
522,CA,Arrache 4006,34.655,-118.051111,SUN,0.1618,2,2835,0
523,CA,Arrache 4013,34.650556,-118.051944,SUN,0.3356,1.5,4410,0
524,CA,Arrache 8083,34.647778,-118.061111,SUN,0.1018,4,3567,0
525,CA,Aspiration G,36.552186,-120.352481,SUN,,9,,
526,CA,ASTI,38.761389,-122.975278,SUN,0.1759,1,1541,0
527,CA,AT&T Anaheim,33.836439,-117.916893,NG,0.2396,1.3,2728,
528,CA,AT&T Holger,37.417638,-121.94453,NG,0.3714,1.3,4229,
529,CA,Atwell Island,35.895,-119.510833,SUN,0.2331,20.2,41255,0
530,CA,Atwell Island West Solar,35.815,-119.459722,SUN,0.3252,20,56979,0
531,CA,AV Solar Ranch One,34.780278,-118.42444,SUN,0.2772,253,614294,0
532,CA,Avenal Park,35.989722,-120.11,SUN,0.2428,6,12761,0
533,CA,AVS Lancaster 1,34.748894,-117.973571,SUN,0,3.7,0,
534,CA,Azusa,34.1548,-117.9093,WAT,0,3,0,
535,CA,B Braun Medical,33.688721,-117.834793,NG,0.684,6.1,36550,"11,671"
536,CA,Badger Creek Limited,35.483736,-119.029856,NG,0.0083,46,3339,
537,CA,Baker Creek Hydroelectric,40.526389,-123.725556,WAT,0.3109,1.5,4085,0
538,CA,Bakersfield 111,35.317551,-118.989894,SUN,0.271,1.4,3323,0
539,CA,Bakersfield College Solar 01,35.411817,-118.96864,SUN,0.2123,1.1,2046,0
540,CA,Bakersfield Industrial PV 1,35.330032,-118.993119,SUN,,1,,
541,CA,Bakersfield PV 1,35.324982,-118.981522,SUN,,5.3,,
542,CA,Balch 1,36.909137,-119.087712,WAT,0.4885,31,132644,0
543,CA,Balch 2,36.908907,-119.087556,WAT,0.3898,97.2,331916,0
544,CA,Barre Generating Station,33.8073,-117.9832,NG,0.0659,49.8,28750,"17,170"
545,CA,"Bayshore Solar A, LLC",34.667817,-118.298089,SUN,,20,,
546,CA,"Bayshore Solar B, LLC",34.678305,-118.302649,SUN,,20,,
547,CA,"Bayshore Solar C, LLC",34.681338,-118.314087,SUN,,20,,
548,CA,Beacon BESS 1,35.256526,-118.027519,MWH,,20,,
549,CA,Beacon Solar Plant Site 2,35.265833,-117.999167,SUN,,48,,
550,CA,Beacon Solar Plant Site 5,35.248889,-118.034444,SUN,,40,,
551,CA,Bear Canyon Power Plant,38.762968,-122.692915,GEO,,24.4,,
552,CA,Bear Creek,40.534454,-121.959109,WAT,0.2168,3.2,6078,0
553,CA,Bear Creek Solar,38.136389,-121.148889,SUN,0.2833,1.5,3722,0
554,CA,Bear Mountain Limited,35.419181,-118.926643,NG,0.02,46,8073,
555,CA,Bear Valley,33.166246,-117.016566,WAT,0.0657,1.4,806,0
556,CA,Bear Valley Power Plant,34.2506,-116.9025,NG,0,8.4,-36,372
557,CA,Beardsley,38.202569,-120.076983,WAT,0.7813,10,68443,0
558,CA,Belden,40.007445,-121.249438,WAT,0.1758,117.9,181578,0
559,CA,Beringer,38.510833,-122.479722,SUN,0.155,1.2,1629,0
560,CA,Berry Cogen,35.093046,-119.443617,NG,0.9148,38.7,310119,"98,301"
561,CA,Berry Cogen Tanne Hills 18,35.089829,-119.440881,NG,0.8766,17.6,135146,"43,763"
562,CA,Berry Placerita Cogen,34.38407,-118.494882,NG,0.811,42.8,304058,"100,839"
563,CA,Bidwell Ditch Project,40.8014,-121.4481,WAT,0.6407,1.8,10103,0
564,CA,Big Creek 1,37.2042,-119.2396,WAT,0.3644,88.4,282180,0
565,CA,Big Creek 2,37.2,-119.3069,WAT,0.5702,66.6,332639,0
566,CA,Big Creek 2A,37.200062,-119.30681,WAT,0.3728,110,359244,0
567,CA,Big Creek 3,37.148517,-119.386623,WAT,0.4994,174.5,763372,0
568,CA,Big Creek 4,37.139,-119.4898,WAT,0.4322,100,378638,0
569,CA,Big Creek 8,37.2096,-119.3289,WAT,0.3239,75,212772,0
570,CA,Big Creek Water Works,40.646733,-123.498008,WAT,0.2383,5,10436,0
571,CA,Big Pine Creek,37.142795,-118.324075,WAT,0.0529,3.2,1484,0
572,CA,Big Valley Power LLC,41.1325,-121.137222,WDS,,9.3,,
573,CA,Biola University,33.906953,-118.013105,NG,0.6686,2.2,12885,"3,897"
574,CA,Bishop Creek 2,37.273581,-118.573339,WAT,0.3888,7.3,24861,0
575,CA,Bishop Creek 3,37.301962,-118.531957,WAT,0.3109,8.4,22880,0
576,CA,Bishop Creek 4,37.323035,-118.501714,WAT,0.3298,8.2,23688,0
577,CA,Bishop Creek 5,37.3344,-118.4797,WAT,0.275,4.5,10842,0
578,CA,Bishop Creek 6,37.3499,-118.4628,WAT,0.5725,1.6,8024,0
579,CA,Black Butte,39.814905,-122.332335,WAT,0.1771,6.1,9463,0
580,CA,Black Rock I,33.1594,-115.6144,GEO,,70,,
581,CA,Black Rock II,33.1594,-115.6144,GEO,,70,,
582,CA,Black Rock III,33.1594,-115.6144,GEO,,70,,
583,CA,Blacksand Generating Facility,33.9328,-117.855,OG,0.4069,8,28518,"26,301"
584,CA,Blackwell Solar Park,35.604167,-119.849722,SUN,,20,,
585,CA,Blue Lake Power LLC,40.8786,-123.9942,WDS,0.0004,13.8,50,135
586,CA,Blythe Energy,33.6157,-114.6865,NG,0.1666,591,862724,"380,329"
587,CA,"Blythe Solar 110, LLC",33.68,-114.742,SUN,0.2197,109.8,211331,0
588,CA,"Blythe Solar II, LLC",33.68,-114.73,SUN,0.0883,131.2,101510,0
589,CA,"Blythe Solar III, LLC",33.656,-114.742,SUN,,124.8,,
590,CA,"Blythe Solar IV, LLC",33.682,-114.768,SUN,,124.8,,
591,CA,Bolthouse S&P and Rowen Farms Solar,34.5644,-117.6933,SUN,0.3594,1.2,3778,0
592,CA,Borden Solar Farm,36.941111,-119.96,SUN,,50,,
593,CA,Borel,35.588069,-118.524804,WAT,0,12,-218,0
594,CA,Borrego Springs Energy Storage,33.27011,-116.3496,MWH,0,1.5,-111,0
595,CA,Bottle Rock Power,38.8348,-122.7677,GEO,0,55,0,
596,CA,"Bowerman Power LFG, LLC",33.718889,-117.702222,LFG,0.5171,23.8,107803,0
597,CA,Bowman,39.448352,-120.653417,WAT,0.4661,3.6,14700,0
598,CA,Box Canyon Dam,41.2792,-122.3292,WAT,0.5459,5,23912,0
599,CA,BP Carson Refinery,33.8153,-118.2358,OG,0,13.5,0,
600,CA,Bradley Gas Recovery,34.2356,-118.3806,LFG,,6.5,,
601,CA,Brawley,32.968889,-115.534444,DFO,,23,,
602,CA,Brea Expansion Plant,33.932022,-117.840233,LFG,0.766,37.2,249613,0
603,CA,Britton Powerhouse,41.021389,-121.675,WAT,,2.8,,
604,CA,Broadridge Cogen,38.6183,-121.0564,NG,0.343,4.2,12618,"8,305"
605,CA,Broadway,34.1254,-118.148,NG,0.0176,167,25680,"17,908"
606,CA,Brookfield Tehachapi 1,35.008333,-118.241389,WND,0.3206,102,286428,0
607,CA,Buckeye Geothermal Power Plant,38.8242,-122.84,GEO,,56.9,,
608,CA,Bucks Creek,39.91062,-121.327692,WAT,0.4504,66,260393,0
609,CA,Buena Vista Biomass Power,38.277778,-120.913611,WDS,0.0884,22.5,17414,"1,348"
610,CA,Buena Vista Energy LLC,37.805,-121.6672,WND,0.2853,38,94980,0
611,CA,Buidling L,33.912917,-118.041944,SUN,0.0065,1,57,0
612,CA,Building F,33.914356,-118.050189,SUN,0.0062,1.3,71,0
613,CA,Building G,33.912917,-118.050561,SUN,0.0082,1.2,86,0
614,CA,Burney Creek,40.8579,-121.7225,WAT,0.272,3,7147,0
615,CA,Burney Forest Products,40.879719,-121.720342,WDS,0.7718,31,209592,"11,834"
616,CA,Burney Mountain Power,40.909483,-121.640368,WDS,,11.4,,
617,CA,Butt Valley,40.175656,-121.190663,WAT,0.2186,40,76608,0
618,CA,Butte College Main Campus Solar,39.648056,-121.644167,SUN,0.1661,3.5,5092,0
619,CA,C P Kelco San Diego Plant,32.6947,-117.1436,NG,0.3628,28,88980,"29,315"
620,CA,C&H Sugar Plant,38.057222,-122.218889,PUR,0.6146,8,43070,0
621,CA,CA Department of Public Health at Richmo,37.92,-122.344,SUN,,2.2,,
622,CA,"CA Flats Solar 130, LLC",35.615573,-120.404352,SUN,,130,,
623,CA,"CA Flats Solar 150, LLC",35.615573,-120.404352,SUN,,150,,
624,CA,Cabazon Wind Farm,33.914986,-116.71026,WND,0.1664,39.7,57869,0
625,CA,Cabazon Wind Partners,33.9172,-116.735,WND,0.3254,41,116855,0
626,CA,Cabrillo Power I Encina Power Station,33.1361,-117.3364,NG,0.0329,999.6,287880,"235,291"
627,CA,Calabasas Gas to Energy Facility,34.1511,-118.7236,LFG,0.2856,13.8,34529,0
628,CA,California Dairy Energy I LLC,36.295,-119.416667,OBG,,3.3,,
629,CA,California Institute of Technology,34.138467,-118.1256,NG,0.3785,24.3,80571,"25,180"
630,CA,California PV Energy at ISD WWTP,38.001111,-121.703889,SUN,0.2503,1,2193,0
631,CA,California State University San Bernardi,34.185833,-117.324167,NG,0.5471,1.4,6710,
632,CA,California Valley Solar Ranch,35.323739,-119.91663,SUN,0.3107,249.8,679796,0
633,CA,Calipatria Solar Farm,33.165833,-115.532222,SUN,0.2577,20,45140,0
634,CA,Calistoga Power Plant,38.7879,-122.7434,GEO,0.3609,176.4,557649,"66,993"
635,CA,CalPeak Power - Border,32.562448,-116.943869,NG,0.0215,60.5,11404,"7,276"
636,CA,CalPeak Power - Enterprise,33.121943,-117.117441,NG,0.0236,58.9,12176,"7,734"
637,CA,CalPeak Power - Panoche,36.6535,-120.5783,NG,0.027,110.4,26076,"11,677"
638,CA,CalPeak Power - Vaca Dixon,38.398867,-121.923973,NG,0.026,60.5,13758,"8,661"
